checking_status,duration_new,credit_history,purpose,credit_amount,credit_amount_new,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,own_telephone,foreign_worker,class
A12,24,A30,A49,4241,2,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,A192,A201,2
A14,18,A34,A40,2775,1,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,A191,A201,2
A14,24,A33,A49,3863,1,A61,A73,1,A93,A101,2,A124,32,A143,A153,1,A173,A191,A201,1
A12,7,A32,A43,2329,1,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,A191,A201,1
A12,9,A32,A42,918,1,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,A191,A201,2
A12,24,A31,A46,1837,1,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,A191,A201,2
A14,36,A32,A42,3349,1,A61,A73,4,A92,A101,2,A123,28,A143,A152,1,A174,A192,A201,2
A13,10,A32,A42,1275,1,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,A191,A201,1
A11,24,A31,A42,2828,1,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,A192,A201,1
A14,24,A34,A49,4526,2,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,A192,A201,1
A12,36,A32,A43,2671,1,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,A191,A201,2
A14,18,A32,A43,2051,1,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,A191,A201,1
A14,15,A32,A41,1300,1,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,A191,A201,1
A11,12,A32,A44,741,1,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,A191,A201,2
A13,10,A32,A40,1240,1,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,A191,A201,2
A11,21,A32,A43,3357,1,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,A191,A201,1
A11,24,A31,A41,3632,1,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,A191,A202,1
A14,18,A33,A42,1808,1,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,A191,A201,2
A12,48,A30,A49,12204,4,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,A192,A201,1
A12,56.9,A33,A43,9157,3,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,A191,A201,1
A11,6,A34,A40,3676,1,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,A191,A201,1
A12,30,A32,A42,3441,1,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,A191,A201,2
A14,12,A32,A40,640,1,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,A191,A201,1
A12,21,A34,A49,3652,1,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,A191,A201,1
A14,18,A34,A40,1530,1,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,A191,A201,2
A14,48,A32,A49,3914,2,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,A191,A201,2
A11,12,A32,A42,1858,1,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,A191,A201,1
A11,18,A32,A43,2600,1,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,A191,A201,2
A14,15,A32,A43,1979,1,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,A191,A201,1
A13,6,A32,A42,2116,1,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,A192,A201,1
A12,9,A31,A40,1437,1,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,A191,A201,2
A14,42,A34,A42,4042,2,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,A192,A201,1
A14,9,A32,A46,3832,1,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,A191,A201,1
A11,24,A32,A43,3660,1,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,A191,A201,1
A11,18,A31,A42,1553,1,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,A191,A201,2
A12,15,A32,A43,1444,1,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,A191,A201,1
A14,9,A32,A42,1980,1,A61,A72,2,A92,A102,2,A123,19,A143,A151,2,A173,A191,A201,2
A12,24,A32,A40,1355,1,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,A192,A201,2
A14,12,A32,A46,1393,1,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,A192,A201,1
A14,24,A32,A43,1376,1,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,A191,A201,1
A14,56.9,A33,A43,15653,4,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,A192,A201,1
A14,12,A32,A43,1493,1,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,A191,A201,1
A11,42,A33,A43,4370,2,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,A192,A201,2
A11,18,A32,A46,750,1,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,A191,A201,2
A12,15,A32,A45,1308,1,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,A191,A201,1
A14,15,A32,A46,4623,2,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,A192,A201,2
A14,24,A34,A43,1851,1,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,A192,A201,1
A11,18,A34,A43,1880,1,A61,A74,4,A94,A101,1,A122,32,A143,A152,2,A174,A192,A201,1
A14,36,A33,A49,7980,3,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,A192,A201,2
A11,30,A30,A42,4583,2,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,A191,A201,1
A14,12,A32,A40,1386,1,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,A191,A201,2
A13,24,A32,A40,947,1,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,A191,A201,2
A11,12,A32,A46,684,1,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,A191,A201,2
A11,48,A32,A46,7476,3,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,A192,A201,1
A12,12,A32,A42,1922,1,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,A191,A201,2
A11,24,A32,A40,2303,1,A61,A75,4,A93,A102,1,A121,45,A143,A152,1,A173,A191,A201,2
A12,36,A33,A40,8086,3,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,A192,A201,2
A14,24,A34,A41,2346,1,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,A192,A201,1
A11,14,A32,A40,3973,2,A61,A71,1,A93,A101,4,A124,22,A143,A153,1,A173,A191,A201,1
A12,12,A32,A40,888,1,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,A191,A201,2
A14,48,A32,A43,10222,3,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,A192,A201,1
A12,30,A30,A49,4221,2,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,A191,A201,1
A12,18,A34,A42,6361,2,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,A192,A201,1
A13,12,A32,A43,1297,1,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,A191,A201,1
A11,12,A32,A40,900,1,A65,A73,4,A94,A101,2,A123,23,A143,A152,1,A173,A191,A201,2
A14,21,A32,A42,2241,1,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,A191,A201,1
A12,6,A33,A42,1050,1,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,A192,A201,1
A13,6,A34,A46,1047,1,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,A191,A201,1
A14,24,A34,A410,6314,2,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,A192,A201,1
A12,30,A31,A42,3496,1,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,A192,A201,1
A14,48,A31,A49,3609,1,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,A191,A201,1
A11,12,A34,A40,4843,2,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,A192,A201,2
A13,30,A34,A43,3017,1,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,A191,A201,1
A14,24,A34,A49,4139,2,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,A192,A201,1
A14,36,A32,A49,5742,2,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,A192,A201,1
A14,56.9,A32,A40,10366,3,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,A192,A201,1
A14,6,A34,A40,2080,1,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,A191,A201,1
A14,21,A33,A49,2580,1,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,A191,A201,2
A14,30,A34,A43,4530,2,A61,A74,4,A92,A101,4,A123,26,A143,A151,1,A174,A192,A201,1
A14,24,A34,A42,5150,2,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,A192,A201,1
A12,56.9,A32,A43,5595,2,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,A191,A201,2
A11,24,A32,A43,2384,1,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,A191,A201,1
A14,18,A32,A43,1453,1,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,A191,A201,1
A14,6,A32,A46,1538,1,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,A191,A201,1
A14,12,A32,A43,2279,1,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,A192,A201,1
A14,15,A33,A43,1478,1,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,A191,A201,1
A14,24,A34,A43,5103,2,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,A192,A201,1
A12,36,A33,A49,9857,3,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,A192,A201,1
A14,56.9,A32,A40,6527,2,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,A192,A201,1
A13,10,A34,A43,1347,1,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,A192,A201,1
A12,36,A33,A40,2862,1,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,A191,A201,1
A14,9,A32,A43,2753,1,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,A192,A201,1
A11,12,A32,A40,3651,1,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,A191,A201,1
A11,15,A34,A42,975,1,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,A191,A201,1
A12,15,A32,A45,2631,1,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,A191,A201,1
A12,24,A32,A43,2896,1,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,A191,A201,1
A11,6,A34,A40,4716,2,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,A191,A201,1
A14,24,A32,A43,2284,1,A61,A74,4,A93,A101,2,A123,28,A143,A152,1,A173,A192,A201,1
A14,6,A32,A41,1236,1,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,A191,A201,1
A12,12,A32,A43,1103,1,A61,A74,4,A93,A103,3,A121,29,A143,A152,2,A173,A191,A202,1
A14,12,A34,A40,926,1,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,A191,A201,1
A14,18,A34,A43,1800,1,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,A191,A201,1
A13,15,A32,A46,1905,1,A61,A75,4,A93,A101,4,A123,40,A143,A151,1,A174,A192,A201,1
A14,12,A32,A42,1123,1,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,A191,A201,2
A11,48,A34,A41,6331,2,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,A192,A201,2
A13,24,A32,A43,1377,1,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,A192,A201,1
A12,30,A33,A49,2503,1,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,A191,A201,1
A12,27,A32,A49,2528,1,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,A192,A201,1
A14,15,A32,A40,5324,2,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,A191,A201,1
A12,48,A32,A40,6560,2,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,A191,A201,2
A12,12,A30,A42,2969,1,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,A191,A201,2
A12,9,A32,A43,1206,1,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,A191,A201,1
A12,9,A32,A43,2118,1,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,A191,A201,1
A14,18,A34,A43,629,1,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,A192,A201,1
A11,6,A31,A46,1198,1,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,A191,A201,2
A14,21,A32,A41,2476,1,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,A192,A201,1
A11,9,A34,A43,1138,1,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,A191,A201,1
A12,56.9,A32,A40,14027,4,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,A192,A201,2
A14,30,A34,A41,7596,3,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,A191,A201,1
A14,30,A34,A43,3077,1,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,A192,A201,1
A14,18,A32,A43,1505,1,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,A192,A201,1
A13,24,A34,A43,3148,1,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,A192,A201,1
A12,20,A30,A41,6148,2,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,A192,A201,1
A13,9,A30,A43,1337,1,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,A192,A201,2
A12,6,A31,A46,433,1,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,A191,A201,2
A11,12,A32,A40,1228,1,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,A191,A201,2
A12,9,A32,A43,790,1,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,A191,A201,1
A14,27,A32,A40,2570,1,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,A191,A201,2
A14,6,A34,A40,250,1,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,A191,A201,1
A14,15,A34,A43,1316,1,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,A191,A201,1
A11,18,A32,A43,1882,1,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,A191,A201,2
A12,48,A31,A49,6416,2,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,A191,A201,2
A13,24,A34,A49,1275,1,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,A192,A201,1
A12,24,A33,A43,6403,2,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,A191,A201,1
A11,24,A32,A43,1987,1,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,A191,A201,2
A12,8,A32,A43,760,1,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,A191,A201,1
A14,24,A32,A41,2603,1,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,A192,A201,1
A14,4,A34,A40,3380,1,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,A191,A201,1
A12,36,A31,A44,3990,2,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,A191,A201,1
A12,24,A32,A41,11560,3,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,A191,A201,2
A11,18,A32,A40,4380,2,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,A192,A201,1
A14,6,A34,A40,6761,3,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,A192,A201,1
A12,30,A30,A49,4280,2,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,A191,A201,2
A11,24,A31,A40,2325,1,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,A191,A201,1
A12,10,A31,A43,1048,1,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,A191,A201,1
A14,21,A32,A43,3160,1,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,A192,A201,1
A11,24,A31,A42,2483,1,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,A192,A201,1
A11,39,A34,A42,14179,4,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,A192,A201,1
A11,13,A34,A49,1797,1,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,A191,A201,1
A11,15,A32,A40,2511,1,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,A191,A201,1
A11,12,A32,A40,1274,1,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,A191,A201,2
A14,21,A32,A41,5248,2,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,A191,A201,1
A14,15,A32,A41,3029,1,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,A191,A201,1
A11,6,A32,A42,428,1,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,A192,A201,1
A11,18,A32,A40,976,1,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,A191,A201,2
A12,12,A32,A49,841,1,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,A191,A201,1
A14,30,A34,A43,5771,2,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,A191,A201,1
A14,12,A33,A45,1555,1,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,A191,A201,2
A11,24,A32,A40,1285,1,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,A191,A201,2
A13,6,A34,A40,1299,1,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,A191,A202,1
A13,15,A34,A43,1271,1,A65,A73,3,A93,A101,4,A124,39,A143,A153,2,A173,A192,A201,2
A14,24,A32,A40,1393,1,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,A192,A201,1
A11,12,A34,A40,691,1,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,A191,A201,2
A14,15,A34,A40,5045,2,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,A192,A201,1
A11,18,A34,A42,2124,1,A61,A73,4,A92,A101,4,A121,24,A143,A151,2,A173,A191,A201,2
A11,12,A32,A43,2214,1,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,A191,A201,1
A14,21,A34,A40,12680,4,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,A192,A201,2
A14,24,A34,A40,2463,1,A62,A74,4,A94,A101,3,A122,27,A143,A152,2,A173,A192,A201,1
A12,12,A32,A43,1155,1,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,A191,A201,1
A11,30,A32,A42,3108,1,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,A191,A201,2
A14,10,A32,A41,2901,1,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,A191,A201,1
A12,12,A34,A42,3617,1,A61,A75,1,A93,A101,4,A123,28,A143,A151,3,A173,A192,A201,1
A14,12,A34,A43,1655,1,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,A192,A201,1
A11,24,A32,A41,2812,1,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,A191,A201,1
A11,36,A34,A46,8065,3,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,A192,A201,2
A14,21,A34,A41,3275,1,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,A192,A201,1
A14,24,A34,A43,2223,1,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,A191,A201,1
A13,12,A34,A40,1480,1,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,A191,A201,1
A11,24,A32,A40,1371,1,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,A191,A201,2
A14,36,A34,A40,3535,1,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,A192,A201,1
A11,18,A32,A43,3509,1,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,A191,A201,1
A14,36,A34,A41,5711,2,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,A192,A201,1
A12,18,A32,A45,3872,1,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,A192,A201,1
A12,39,A34,A43,4933,2,A61,A74,2,A93,A103,2,A121,25,A143,A152,2,A173,A191,A201,2
A14,24,A34,A40,1940,1,A64,A75,4,A93,A101,4,A121,60,A143,A152,1,A173,A192,A201,1
A12,12,A30,A48,1410,1,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,A192,A201,1
A12,12,A32,A40,836,1,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,A191,A201,2
A12,20,A32,A41,6468,2,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,A192,A201,1
A12,18,A32,A49,1941,1,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,A192,A201,1
A14,22,A32,A43,2675,1,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,A191,A201,1
A14,48,A34,A41,2751,1,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,A192,A201,1
A12,48,A33,A46,6224,2,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,A191,A201,2
A11,40,A34,A46,5998,2,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,A192,A201,2
A12,21,A32,A49,1188,1,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,A191,A201,2
A14,24,A32,A41,6313,2,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,A192,A201,1
A14,6,A34,A42,1221,1,A65,A73,1,A94,A101,2,A122,27,A143,A152,2,A173,A191,A201,1
A13,24,A32,A42,2892,1,A61,A75,3,A91,A101,4,A124,51,A143,A153,1,A173,A191,A201,1
A14,24,A32,A42,3062,1,A63,A75,4,A93,A101,3,A124,32,A143,A151,1,A173,A192,A201,1
A14,9,A32,A42,2301,1,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,A191,A201,1
A11,18,A32,A41,7511,3,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,A192,A201,2
A14,12,A34,A42,1258,1,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,A191,A201,1
